ID,Name,Start Date,Forecast Hour,Class
2216,Noru,2022092506,48,Super TY
2305,DOKSURI,2023072406,48,Super TY
2105,Champi,2021062412,48,TY
2213,Merbok,2022091106,48,STS
2020,Atsani,2020110200,48,TS
2102,Surigae,2021042212,48,STY
2114,Chanthu,2021090806,48,Super TY
2115,Dianmu,2021092212,48,TS
2313,YUN-YEUNG,2023090518,48,TS
2116,Mindulle,2021092318,48,STY
2008,Bavi,2020082500,48,STY
2121,Nyatoh,2021113012,48,STY
2216,Noru,2022092300,48,Super TY
2211,Hinnamnor,2022082906,48,Super TY
2105,Champi,2021062318,48,TY
2119,Namtheun,2021101300,48,TS
2122,Rai,2021121712,48,Super TY
2302,MAWAR,2023052818,48,STY
2302,MAWAR,2023052606,48,Super TY
2309,SAOLA,2023082712,48,Super TY
2019,Goni,2020102906,48,Super TY
2304,TALIM,2023071612,48,TY
2314,KOINU,2023092906,48,TY
2314,KOINU,2023100112,48,Super TY
2201,Malakas,2022041006,48,TY
2105,Champi,2021062406,48,TY
2211,Hinnamnor,2022083018,48,Super TY
2201,Malakas,2022040906,48,STS
2302,MAWAR,2023052918,48,STY
2102,Surigae,2021041806,48,Super TY
2120,Malou,2021102400,48,TS
2004,Hagupit,2020080106,48,TY
2107,Cempaka,2021071906,48,TY
2111,Nida,2021080400,48,STS
2302,MAWAR,2023052012,48,STY
2310,DAMREY,2023082700,48,STS
2007,Higos,2020081606,48,TS
2001,Vongfong,2020051506,48,STS
2118,Kompasu,2021100818,48,TS
2216,Noru,2022092600,48,Super TY
2105,Champi,2021062100,48,TS
2115,Dianmu,2021092312,48,TS
2222,Nalgae,2022103018,48,TY
2309,SAOLA,2023082900,48,Super TY
2311,HAIKUI,2023083006,48,TY
2113,Conson,2021090806,48,STS
2216,Noru,2022092206,48,TY
2212,Muifa,2022091006,48,STY
2307,LAN,2023081012,48,Super TY
2214,Nanmadol,2022091418,48,Super TY
2019,Goni,2020103018,48,Super TY
2302,MAWAR,2023053018,48,TY
2105,Champi,2021062312,48,TY
2015,Linfa,2020100918,48,TS
2021,Etau,2020110706,48,TS
2019,Goni,2020103100,48,Super TY
2102,Surigae,2021041606,48,Super TY
2114,Chanthu,2021090800,48,Super TY
2119,Namtheun,2021100906,48,TS
2010,Haishen,2020090518,48,Super TY
2116,Mindulle,2021092918,48,Super TY
2105,Champi,2021062200,48,TS
2306,KHANUN,2023072912,48,Super TY
2021,Etau,2020110700,48,TS
2001,Vongfong,2020050906,48,TS
2102,Surigae,2021041700,48,Super TY
2307,LAN,2023081418,48,TY
2307,LAN,2023080918,48,Super TY
2122,Rai,2021121406,48,Super TY
2315,BOLAVEN,2023100700,48,STS
2108,Nepartak,2021072400,48,TS
2010,Haishen,2020090100,48,TY
2023,Krovanh,2020122000,48,TS
2114,Chanthu,2021091600,48,STS
2309,SAOLA,2023090112,48,Super TY
2308,DORA,2023081318,48,STS
2310,DAMREY,2023082300,48,TS
2117,Lionrock,2021100612,48,TS
2308,DORA,2023081700,48,TS
2206,Trases,2022073012,48,TS
2309,SAOLA,2023083100,48,Super TY
2010,Haishen,2020090406,48,Super TY
2305,DOKSURI,2023072306,48,Super TY
2014,Chan-hom,2020100712,48,TY
2021,Etau,2020110800,48,STS
2214,Nanmadol,2022091600,48,Super TY
2209,Ma-on,2022082206,48,STS
2019,Goni,2020102900,48,Super TY
2305,DOKSURI,2023072412,48,Super TY
2017,Saudel,2020102200,48,TY
2304,TALIM,2023071400,48,STS
2015,Linfa,2020100800,48,TS
2201,Malakas,2022041312,48,Super TY
2014,Chan-hom,2020101218,48,TS
2020,Atsani,2020110206,48,TS
2122,Rai,2021121400,48,Super TY
2007,Higos,2020081618,48,TY
2021,Etau,2020110718,48,STS
2309,SAOLA,2023083106,48,Super TY
2103,Choi-wan,2021053006,48,TS
2209,Ma-on,2022082218,48,TY
2109,Lupit,2021080612,48,TS
2314,KOINU,2023093006,48,STY
2107,Cempaka,2021071812,48,TY
2306,KHANUN,2023080500,48,STS
2309,SAOLA,2023082306,48,TY
2102,Surigae,2021041312,48,STS
2222,Nalgae,2022102706,48,STS
2017,Saudel,2020102312,48,TY
2312,KIROGI,2023090218,48,TS
2021,Etau,2020110812,48,STS
2106,In-fa,2021072306,48,TY
2101,Dujuan,2021022012,48,TS
2014,Chan-hom,2020101412,48,TS
2305,DOKSURI,2023072100,48,STS
2306,KHANUN,2023080600,48,STS
2114,Chanthu,2021091006,48,Super TY
2008,Bavi,2020082406,48,STY
2108,Nepartak,2021072606,48,TS
2022,Vamco,2020110900,48,TY
2304,TALIM,2023071406,48,STS
2217,Kulap,2022092618,48,TY
2315,BOLAVEN,2023100712,48,STS
2209,Ma-on,2022082100,48,STS
2309,SAOLA,2023090200,48,TY
2311,HAIKUI,2023090218,48,STY
2023,Krovanh,2020121800,48,TS
2315,BOLAVEN,2023100900,48,Super TY
2012,Dolphin,2020092018,48,STS
2314,KOINU,2023100718,48,STY
2114,Chanthu,2021091000,48,Super TY
2308,DORA,2023081812,48,TS
2311,HAIKUI,2023090412,48,TS
2112,Omais,2021082018,48,STS
2108,Nepartak,2021072312,48,TS
2106,In-fa,2021071612,48,TS
2114,Chanthu,2021090600,48,Super TY
2106,In-fa,2021072000,48,STY
2114,Chanthu,2021090906,48,Super TY
2308,DORA,2023082000,48,TS
2314,KOINU,2023100700,48,STY
2309,SAOLA,2023082906,48,Super TY
2105,Champi,2021062506,48,TY
2212,Muifa,2022090806,48,TY
2109,Lupit,2021080618,48,TS
2307,LAN,2023081400,48,TY
2304,TALIM,2023071518,48,TY
2203,Chaba,2022070312,48,TS
2306,KHANUN,2023080900,48,STS
2201,Malakas,2022041306,48,Super TY
2103,Choi-wan,2021052900,48,TS
2307,LAN,2023081018,48,Super TY
2309,SAOLA,2023082506,48,Super TY
2116,Mindulle,2021092300,48,TY
2011,Noul,2020091606,48,STS
2116,Mindulle,2021092606,48,Super TY
2309,SAOLA,2023090118,48,STY
2102,Surigae,2021042112,48,STY
2209,Ma-on,2022082112,48,STS
2201,Malakas,2022040918,48,STS
2014,Chan-hom,2020100906,48,TY
2109,Lupit,2021080418,48,TS
2307,LAN,2023081112,48,Super TY
2103,Choi-wan,2021053106,48,TS
2314,KOINU,2023092900,48,STS
2020,Atsani,2020102900,48,TS
2303,GUCHOL,2023060606,48,TY
2001,Vongfong,2020051412,48,TY
2010,Haishen,2020083112,48,STS
2314,KOINU,2023100612,48,STY
2102,Surigae,2021041306,48,STS
2212,Muifa,2022091206,48,STY
2316,SANBA,2023101700,48,TS
2018,Molave,2020102418,48,STY
2122,Rai,2021121606,48,Super TY
2309,SAOLA,2023082600,48,Super TY
2022,Vamco,2020111218,48,STY
2222,Nalgae,2022102806,48,STS
2122,Rai,2021121512,48,Super TY
2012,Dolphin,2020092200,48,STS
2113,Conson,2021091100,48,STS
2103,Choi-wan,2021060106,48,TS
2114,Chanthu,2021091106,48,Super TY
2307,LAN,2023081100,48,Super TY
2307,LAN,2023080706,48,STS
2001,Vongfong,2020050912,48,TS
2019,Goni,2020110300,48,TS
2017,Saudel,2020102000,48,TY
2103,Choi-wan,2021053000,48,TS
2306,KHANUN,2023080418,48,STS
2102,Surigae,2021041712,48,Super TY
2107,Cempaka,2021072200,48,TS
2312,KIROGI,2023090400,48,TS
2315,BOLAVEN,2023101100,48,Super TY
2208,Meari,2022081200,48,TS
2013,Kujira,2020092700,48,STS
2309,SAOLA,2023082500,48,Super TY
2022,Vamco,2020111112,48,STY
2114,Chanthu,2021091306,48,STY
2306,KHANUN,2023080706,48,STS
2218,Roke,2022092912,48,TY
2012,Dolphin,2020092112,48,STS
2201,Malakas,2022041206,48,Super TY
2308,DORA,2023081306,48,STS
2005,Jangmi,2020080818,48,TS
2212,Muifa,2022090906,48,STY
2309,SAOLA,2023082912,48,Super TY
2223,Banyan,2022103000,48,TS
2223,Banyan,2022102906,48,TS
2304,TALIM,2023071606,48,TY
2002,Nuri,2020061112,48,TS
2020,Atsani,2020103118,48,TS
2103,Choi-wan,2021053012,48,TS
2106,In-fa,2021071806,48,TY
2108,Nepartak,2021072406,48,TS
2314,KOINU,2023100106,48,Super TY
2222,Nalgae,2022103112,48,TY
2107,Cempaka,2021071918,48,TY
2104,Koguma,2021061100,48,TS
2107,Cempaka,2021072106,48,TS
2306,KHANUN,2023080518,48,STS
2307,LAN,2023080806,48,TY
2312,KIROGI,2023083112,48,STS
2306,KHANUN,2023072706,48,TS
2204,Aere,2022070300,48,TS
2010,Haishen,2020090306,48,Super TY
2018,Molave,2020102300,48,TS
2119,Namtheun,2021101112,48,TS
2114,Chanthu,2021090900,48,Super TY
2213,Merbok,2022091100,48,STS
2311,HAIKUI,2023090718,48,TS
2306,KHANUN,2023080718,48,STS
2118,Kompasu,2021100800,48,TS
2102,Surigae,2021041418,48,STY
2120,Malou,2021102412,48,STS
2011,Noul,2020091700,48,STS
2211,Hinnamnor,2022083012,48,Super TY
2014,Chan-hom,2020100612,48,TY
2307,LAN,2023081006,48,Super TY
2014,Chan-hom,2020101106,48,TS
2312,KIROGI,2023083012,48,STS
2015,Linfa,2020100900,48,TS
2315,BOLAVEN,2023100806,48,TY
2118,Kompasu,2021101100,48,TY
2303,GUCHOL,2023061006,48,STY
2115,Dianmu,2021092218,48,TS
2306,KHANUN,2023080400,48,TY
2213,Merbok,2022091118,48,TY
2302,MAWAR,2023052600,48,Super TY
2216,Noru,2022092400,48,Super TY
2203,Chaba,2022063000,48,TY
2019,Goni,2020102612,48,TS
2201,Malakas,2022041112,48,STY
2013,Kujira,2020092612,48,STS
2204,Aere,2022070306,48,TS
2305,DOKSURI,2023072506,48,Super TY
2302,MAWAR,2023052018,48,STY
2022,Vamco,2020111312,48,STY
2102,Surigae,2021042206,48,STY
2302,MAWAR,2023052418,48,Super TY
2013,Kujira,2020092618,48,STS
2211,Hinnamnor,2022090112,48,Super TY
2312,KIROGI,2023090212,48,TS
2314,KOINU,2023100518,48,STY
2108,Nepartak,2021072518,48,TS
2004,Hagupit,2020080100,48,STS
2224,Yamaneko,2022111206,48,TS
2112,Omais,2021081900,48,TS
2116,Mindulle,2021092312,48,STY
2210,Tokage,2022082318,48,STY
2020,Atsani,2020110300,48,STS
2010,Haishen,2020090106,48,TY
2018,Molave,2020102500,48,STY
2020,Atsani,2020110406,48,STS
2102,Surigae,2021041518,48,Super TY
2009,Maysak,2020082800,48,TY
2014,Chan-hom,2020101318,48,TS
2305,DOKSURI,2023072312,48,Super TY
2306,KHANUN,2023080712,48,STS
2118,Kompasu,2021101112,48,TY
2210,Tokage,2022082112,48,TY
2210,Tokage,2022082406,48,STY
2022,Vamco,2020111200,48,STY
2106,In-fa,2021072412,48,TY
2110,Mirinae,2021080312,48,TS
2302,MAWAR,2023052518,48,Super TY
2122,Rai,2021121412,48,Super TY
2022,Vamco,2020111318,48,STY
2302,MAWAR,2023052812,48,STY
2114,Chanthu,2021091512,48,STS
2023,Krovanh,2020122206,48,TS
2306,KHANUN,2023073012,48,Super TY
2211,Hinnamnor,2022082800,48,Super TY
2210,Tokage,2022082118,48,STY
2305,DOKSURI,2023072612,48,Super TY
2020,Atsani,2020102906,48,TS
2117,Lionrock,2021100818,48,TS
2111,Nida,2021080500,48,STS
2014,Chan-hom,2020100600,48,TY
2316,SANBA,2023101806,48,STS
2008,Bavi,2020082312,48,STY
2311,HAIKUI,2023082800,48,TS
2119,Namtheun,2021101018,48,TS
2308,DORA,2023081312,48,STS
2312,KIROGI,2023090306,48,TS
2225,Pakhar,2022121106,48,TS
2014,Chan-hom,2020100618,48,TY
2113,Conson,2021090506,48,STS
2309,SAOLA,2023082606,48,Super TY
2306,KHANUN,2023073106,48,Super TY
2106,In-fa,2021072612,48,TS
2023,Krovanh,2020122212,48,TS
2002,Nuri,2020061006,48,TS
2205,Songda,2022073000,48,TS
2102,Surigae,2021042118,48,STY
2114,Chanthu,2021091406,48,STS
2311,HAIKUI,2023090206,48,STY
2003,Sinlaku,2020073118,48,TS
2118,Kompasu,2021100912,48,TS
2309,SAOLA,2023082612,48,Super TY
2011,Noul,2020091512,48,STS
2105,Champi,2021062400,48,TY
2205,Songda,2022072818,48,TS
