ID,Name,Start Date,Forecast Hour,Class
2021,Etau,2020110918,24,STS
2102,Surigae,2021041700,24,Super TY
2312,KIROGI,2023083000,24,STS
2225,Pakhar,2022121006,24,TS
2010,Haishen,2020090600,24,STY
2311,HAIKUI,2023090506,24,TS
2002,Nuri,2020061000,24,TS
2119,Namtheun,2021100912,24,TS
2308,DORA,2023082100,24,TS
2019,Goni,2020102612,24,TS
2101,Dujuan,2021022012,24,TS
2119,Namtheun,2021101200,24,TS
2113,Conson,2021090718,24,STS
2304,TALIM,2023071318,24,TS
2004,Hagupit,2020080406,24,STS
2017,Saudel,2020102100,24,TY
2201,Malakas,2022040700,24,TS
2014,Chan-hom,2020100806,24,TY
2109,Lupit,2021080418,24,TS
2316,SANBA,2023101906,24,STS
2020,Atsani,2020103006,24,TS
2102,Surigae,2021041912,24,Super TY
2315,BOLAVEN,2023101306,24,Super TY
2106,In-fa,2021071912,24,TY
2106,In-fa,2021072606,24,STS
2301,SANVU,2023042006,24,TS
2122,Rai,2021121900,24,Super TY
2309,SAOLA,2023090300,24,TS
2110,Mirinae,2021080612,24,TS
2211,Hinnamnor,2022082800,24,STS
2216,Noru,2022092612,24,Super TY
2311,HAIKUI,2023090900,24,TS
2306,KHANUN,2023072800,24,TS
2112,Omais,2021082118,24,STS
2202,Megi,2022041100,24,TS
2122,Rai,2021121300,24,STS
2122,Rai,2021121618,24,STY
2113,Conson,2021090600,24,STS
2119,Namtheun,2021101400,24,TS
2314,KOINU,2023100312,24,Super TY
2307,LAN,2023081112,24,Super TY
2302,MAWAR,2023052218,24,Super TY
2113,Conson,2021090606,24,STS
2103,Choi-wan,2021060300,24,TS
2021,Etau,2020110706,24,TS
2017,Saudel,2020102418,24,STS
2205,Songda,2022073006,24,TS
2308,DORA,2023081812,24,TS
2307,LAN,2023081306,24,TY
2105,Champi,2021062306,24,TS
2304,TALIM,2023071312,24,TS
2002,Nuri,2020061212,24,TS
2105,Champi,2021062606,24,TY
2119,Namtheun,2021101212,24,TS
2114,Chanthu,2021091112,24,Super TY
2022,Vamco,2020111000,24,TY
2212,Muifa,2022091506,24,TS
2112,Omais,2021082100,24,STS
2212,Muifa,2022090618,24,TS
2102,Surigae,2021041712,24,Super TY
2309,SAOLA,2023082818,24,Super TY
2009,Maysak,2020082912,24,STY
2210,Tokage,2022082412,24,TY
2108,Nepartak,2021072306,24,TS
2102,Surigae,2021041900,24,Super TY
2020,Atsani,2020102906,24,TS
2020,Atsani,2020110206,24,TS
2122,Rai,2021121500,24,Super TY
2122,Rai,2021121818,24,Super TY
2023,Krovanh,2020122206,24,TS
2308,DORA,2023082000,24,TS
2106,In-fa,2021071806,24,STS
2209,Ma-on,2022082300,24,STS
2302,MAWAR,2023053112,24,TY
2311,HAIKUI,2023082812,24,TS
2111,Nida,2021080606,24,STS
2106,In-fa,2021072112,24,STY
2017,Saudel,2020102018,24,STS
2108,Nepartak,2021072712,24,TS
2017,Saudel,2020102306,24,TY
2119,Namtheun,2021101506,24,TY
2309,SAOLA,2023082912,24,Super TY
2103,Choi-wan,2021053100,24,TS
2114,Chanthu,2021090918,24,Super TY
2307,LAN,2023081400,24,TY
2202,Megi,2022040912,24,TS
2312,KIROGI,2023083118,24,STS
2111,Nida,2021080400,24,TS
2203,Chaba,2022063000,24,STS
2014,Chan-hom,2020101400,24,TS
2216,Noru,2022092712,24,STY
2009,Maysak,2020083106,24,Super TY
2004,Hagupit,2020080300,24,STY
2220,Nesat,2022101818,24,TY
2204,Aere,2022070312,24,TS
2017,Saudel,2020102506,24,TS
2010,Haishen,2020090506,24,Super TY
2220,Nesat,2022101900,24,STS
2217,Kulap,2022092512,24,TS
2201,Malakas,2022041018,24,STS
2308,DORA,2023081612,24,TS
2101,Dujuan,2021022112,24,TS
2118,Kompasu,2021100818,24,TS
2110,Mirinae,2021080806,24,STS
2014,Chan-hom,2020100906,24,TY
2305,DOKSURI,2023072200,24,STS
2111,Nida,2021080618,24,STS
2005,Jangmi,2020080900,24,TS
2306,KHANUN,2023072900,24,TY
2204,Aere,2022070112,24,TS
2117,Lionrock,2021100918,24,TS
2108,Nepartak,2021072818,24,TS
2204,Aere,2022070218,24,TS
2001,Vongfong,2020051300,24,STY
2305,DOKSURI,2023072306,24,STY
2206,Trases,2022073112,24,TS
2312,KIROGI,2023090406,24,TS
2120,Malou,2021102600,24,STS
2105,Champi,2021062318,24,STS
2019,Goni,2020103112,24,Super TY
2011,Noul,2020091418,24,TS
2104,Koguma,2021061118,24,TS
2108,Nepartak,2021072400,24,TS
2015,Linfa,2020100906,24,TS
2204,Aere,2022063018,24,TS
2104,Koguma,2021061106,24,TS
2020,Atsani,2020110318,24,STS
2106,In-fa,2021072200,24,STY
2018,Molave,2020102606,24,STY
2119,Namtheun,2021101412,24,TS
2217,Kulap,2022092500,24,TS
2218,Roke,2022093018,24,STS
2216,Noru,2022092618,24,Super TY
2314,KOINU,2023100506,24,STY
2107,Cempaka,2021072006,24,TY
2203,Chaba,2022063012,24,STS
2121,Nyatoh,2021113012,24,STS
2301,SANVU,2023041918,24,TS
2309,SAOLA,2023082312,24,TS
2311,HAIKUI,2023090212,24,STY
2108,Nepartak,2021072612,24,TS
2108,Nepartak,2021072506,24,TS
2309,SAOLA,2023082400,24,STS
2118,Kompasu,2021101000,24,TS
2110,Mirinae,2021080518,24,TS
2217,Kulap,2022092712,24,TY
2119,Namtheun,2021101018,24,TS
2020,Atsani,2020110418,24,STS
2018,Molave,2020102806,24,TY
2304,TALIM,2023071600,24,TY
2203,Chaba,2022070318,24,TS
2308,DORA,2023081918,24,TS
2008,Bavi,2020082612,24,STY
2112,Omais,2021082218,24,TS
2112,Omais,2021082000,24,TS
2317,JELAWAT,2023121700,24,TS
2021,Etau,2020110900,24,STS
2023,Krovanh,2020121900,24,TS
2118,Kompasu,2021101018,24,STS
2117,Lionrock,2021100712,24,TS
2215,Talas,2022092218,24,TS
2018,Molave,2020102712,24,STY
2303,GUCHOL,2023060718,24,TY
2225,Pakhar,2022121206,24,TS
2001,Vongfong,2020051200,24,STS
2210,Tokage,2022082106,24,TS
2106,In-fa,2021072006,24,STY
2309,SAOLA,2023082406,24,TY
2019,Goni,2020110400,24,TS
2103,Choi-wan,2021053106,24,TS
2107,Cempaka,2021072106,24,TS
2309,SAOLA,2023082500,24,STY
2107,Cempaka,2021071912,24,TY
2102,Surigae,2021042118,24,STY
2301,SANVU,2023041912,24,TS
2106,In-fa,2021072512,24,STS
2112,Omais,2021082106,24,STS
2009,Maysak,2020090100,24,Super TY
2302,MAWAR,2023052006,24,STS
2302,MAWAR,2023052712,24,Super TY
2216,Noru,2022092212,24,TS
2120,Malou,2021102518,24,STS
2004,Hagupit,2020080218,24,STY
2201,Malakas,2022040800,24,TS
2101,Dujuan,2021022106,24,TS
2015,Linfa,2020101006,24,TS
2306,KHANUN,2023072706,24,TS
2111,Nida,2021080518,24,STS
2018,Molave,2020102618,24,STY
2009,Maysak,2020083006,24,STY
2203,Chaba,2022062912,24,TS
2010,Haishen,2020083118,24,TS
2009,Maysak,2020083112,24,Super TY
2312,KIROGI,2023090200,24,TS
2122,Rai,2021122000,24,TY
2119,Namtheun,2021101512,24,TY
2218,Roke,2022092818,24,TY
2306,KHANUN,2023072918,24,STY
2116,Mindulle,2021092400,24,TY
2105,Champi,2021062618,24,TS
2012,Dolphin,2020092012,24,TS
2103,Choi-wan,2021053118,24,TS
2111,Nida,2021080512,24,STS
2115,Dianmu,2021092212,24,TS
2014,Chan-hom,2020101412,24,TS
2007,Higos,2020081706,24,TS
2020,Atsani,2020103100,24,TS
2010,Haishen,2020083112,24,TS
2110,Mirinae,2021080406,24,TS
2201,Malakas,2022041400,24,Super TY
2022,Vamco,2020110800,24,TS
2317,JELAWAT,2023121706,24,TS
2107,Cempaka,2021072000,24,TY
2113,Conson,2021090506,24,TS
2307,LAN,2023080900,24,TY
2201,Malakas,2022040718,24,TS
2305,DOKSURI,2023072518,24,Super TY
2008,Bavi,2020082100,24,TS
2108,Nepartak,2021072906,24,TS
2209,Ma-on,2022082500,24,TY
2220,Nesat,2022101506,24,TY
2214,Nanmadol,2022091406,24,TY
2010,Haishen,2020083100,24,TS
2116,Mindulle,2021092718,24,STY
2118,Kompasu,2021101100,24,STS
2307,LAN,2023080912,24,STY
2306,KHANUN,2023073000,24,STY
2102,Surigae,2021042112,24,STY
2305,DOKSURI,2023072100,24,TS
2004,Hagupit,2020080306,24,STY
2312,KIROGI,2023090318,24,TS
2222,Nalgae,2022110118,24,STS
2107,Cempaka,2021072212,24,TS
2312,KIROGI,2023083100,24,STS
2302,MAWAR,2023052706,24,Super TY
2009,Maysak,2020090200,24,STY
2212,Muifa,2022091106,24,STY
2106,In-fa,2021072118,24,STY
2103,Choi-wan,2021060400,24,TS
2308,DORA,2023081718,24,TS
2314,KOINU,2023100518,24,STY
2218,Roke,2022092812,24,TY
2023,Krovanh,2020122100,24,TS
2302,MAWAR,2023052900,24,STY
2215,Talas,2022092200,24,TS
2010,Haishen,2020090400,24,Super TY
2306,KHANUN,2023080618,24,STS
2216,Noru,2022092600,24,Super TY
2014,Chan-hom,2020101006,24,STS
2023,Krovanh,2020121800,24,TS
2305,DOKSURI,2023072300,24,STY
2113,Conson,2021091018,24,STS
2119,Namtheun,2021101318,24,TS
2114,Chanthu,2021090712,24,Super TY
2019,Goni,2020103006,24,Super TY
2113,Conson,2021090512,24,STS
2214,Nanmadol,2022091306,24,TS
2211,Hinnamnor,2022090112,24,Super TY
