ID,Name,Start Date,Forecast Hour,Class
2307,LAN,2023080912,96,Super TY
2216,Noru,2022092306,96,Super TY
2311,HAIKUI,2023090318,96,TY
2306,KHANUN,2023080706,96,STS
2023,Krovanh,2020122000,96,TS
2309,SAOLA,2023082418,96,Super TY
2114,Chanthu,2021090900,96,Super TY
2020,Atsani,2020110312,96,STS
2009,Maysak,2020082918,96,Super TY
2118,Kompasu,2021100912,96,TY
2309,SAOLA,2023082712,96,Super TY
2107,Cempaka,2021071800,96,TY
2116,Mindulle,2021092406,96,Super TY
2019,Goni,2020110200,96,TS
2210,Tokage,2022082206,96,STY
2108,Nepartak,2021072406,96,TS
2311,HAIKUI,2023090118,96,STY
2102,Surigae,2021041606,96,Super TY
2211,Hinnamnor,2022082918,96,Super TY
2205,Songda,2022072812,96,TS
2214,Nanmadol,2022091512,96,Super TY
2103,Choi-wan,2021053100,96,TS
2107,Cempaka,2021072000,96,TY
2101,Dujuan,2021021612,96,TS
2008,Bavi,2020082112,96,STY
2118,Kompasu,2021100918,96,TY
2314,KOINU,2023100412,96,Super TY
2106,In-fa,2021071718,96,STY
2105,Champi,2021062100,96,STS
2304,TALIM,2023071412,96,TY
2214,Nanmadol,2022091318,96,Super TY
2305,DOKSURI,2023072612,96,Super TY
2305,DOKSURI,2023072518,96,Super TY
2116,Mindulle,2021092612,96,Super TY
2304,TALIM,2023071400,96,TY
2306,KHANUN,2023073106,96,Super TY
2105,Champi,2021062318,96,TY
2119,Namtheun,2021101000,96,TS
2211,Hinnamnor,2022082906,96,Super TY
2020,Atsani,2020103118,96,STS
2311,HAIKUI,2023090518,96,TS
2106,In-fa,2021071618,96,TY
2312,KIROGI,2023090118,96,TS
2101,Dujuan,2021021812,96,TS
2019,Goni,2020103112,96,Super TY
2305,DOKSURI,2023072012,96,Super TY
2302,MAWAR,2023052500,96,Super TY
2311,HAIKUI,2023082906,96,STY
2110,Mirinae,2021080318,96,TS
2004,Hagupit,2020080112,96,STY
2113,Conson,2021090712,96,STS
2109,Lupit,2021080318,96,TS
2015,Linfa,2020100706,96,TS
2306,KHANUN,2023080418,96,STS
2311,HAIKUI,2023090612,96,TS
2312,KIROGI,2023090200,96,TS
2022,Vamco,2020111100,96,STY
2014,Chan-hom,2020100700,96,TY
2309,SAOLA,2023082806,96,Super TY
2014,Chan-hom,2020100406,96,TY
2108,Nepartak,2021072300,96,TS
2203,Chaba,2022063018,96,TY
2001,Vongfong,2020051118,96,STY
2108,Nepartak,2021072306,96,TS
2108,Nepartak,2021072606,96,TS
2212,Muifa,2022090812,96,STY
2118,Kompasu,2021100800,96,STS
2022,Vamco,2020110918,96,STY
2023,Krovanh,2020121806,96,TS
2307,LAN,2023081306,96,TY
2302,MAWAR,2023052912,96,STY
2311,HAIKUI,2023083006,96,STY
2309,SAOLA,2023082412,96,Super TY
2222,Nalgae,2022102812,96,TY
2010,Haishen,2020090212,96,Super TY
2001,Vongfong,2020051006,96,STY
2222,Nalgae,2022102700,96,STS
2009,Maysak,2020083000,96,Super TY
2302,MAWAR,2023052606,96,Super TY
2212,Muifa,2022090706,96,STY
2014,Chan-hom,2020100718,96,TY
2107,Cempaka,2021071712,96,TY
2309,SAOLA,2023082818,96,Super TY
2114,Chanthu,2021090600,96,Super TY
2216,Noru,2022092218,96,Super TY
2119,Namtheun,2021100900,96,TS
2114,Chanthu,2021090712,96,Super TY
2014,Chan-hom,2020101200,96,TS
2105,Champi,2021062006,96,TS
2008,Bavi,2020082118,96,STY
2304,TALIM,2023071306,96,TY
2314,KOINU,2023100318,96,Super TY
2309,SAOLA,2023082900,96,Super TY
2311,HAIKUI,2023082800,96,TY
2109,Lupit,2021080418,96,TS
2122,Rai,2021121206,96,Super TY
2201,Malakas,2022041012,96,Super TY
2201,Malakas,2022040918,96,Super TY
2211,Hinnamnor,2022083106,96,Super TY
2210,Tokage,2022082100,96,STY
2020,Atsani,2020102906,96,TS
2114,Chanthu,2021090618,96,Super TY
2201,Malakas,2022041100,96,Super TY
2113,Conson,2021090612,96,STS
2216,Noru,2022092118,96,Super TY
2302,MAWAR,2023052700,96,Super TY
2314,KOINU,2023100200,96,Super TY
2314,KOINU,2023100206,96,Super TY
2201,Malakas,2022040706,96,STS
2022,Vamco,2020110906,96,STY
2116,Mindulle,2021092706,96,Super TY
2211,Hinnamnor,2022083100,96,Super TY
2306,KHANUN,2023080206,96,STY
2122,Rai,2021121200,96,Super TY
2214,Nanmadol,2022091506,96,Super TY
2212,Muifa,2022091112,96,STY
2305,DOKSURI,2023072018,96,Super TY
2103,Choi-wan,2021052912,96,TS
2302,MAWAR,2023052618,96,Super TY
2120,Malou,2021102406,96,TY
2212,Muifa,2022090918,96,STY
2112,Omais,2021081900,96,STS
2108,Nepartak,2021072318,96,TS
2311,HAIKUI,2023083112,96,STY
2106,In-fa,2021072118,96,STY
2113,Conson,2021090518,96,STS
2014,Chan-hom,2020100818,96,TY
2114,Chanthu,2021091200,96,Super TY
2116,Mindulle,2021092700,96,Super TY
2102,Surigae,2021041900,96,Super TY
2111,Nida,2021080318,96,STS
2214,Nanmadol,2022091518,96,Super TY
2308,DORA,2023081500,96,TS
2302,MAWAR,2023052106,96,Super TY
2216,Noru,2022092318,96,Super TY
2216,Noru,2022092406,96,Super TY
2019,Goni,2020102918,96,Super TY
2209,Ma-on,2022082100,96,TY
2114,Chanthu,2021090912,96,Super TY
2119,Namtheun,2021100906,96,TS
2010,Haishen,2020090318,96,Super TY
2113,Conson,2021090618,96,STS
2119,Namtheun,2021101006,96,TS
2205,Songda,2022072806,96,TS
2106,In-fa,2021072506,96,TY
2121,Nyatoh,2021112918,96,Super TY
2009,Maysak,2020082912,96,Super TY
2201,Malakas,2022040900,96,STY
2107,Cempaka,2021071912,96,TY
2118,Kompasu,2021100812,96,STS
2312,KIROGI,2023083018,96,STS
2102,Surigae,2021041500,96,Super TY
2307,LAN,2023081100,96,Super TY
2222,Nalgae,2022103000,96,TY
2311,HAIKUI,2023090100,96,STY
2022,Vamco,2020111112,96,STY
2110,Mirinae,2021080312,96,TS
2023,Krovanh,2020121900,96,TS
2307,LAN,2023080712,96,Super TY
2314,KOINU,2023100112,96,Super TY
2118,Kompasu,2021100818,96,STS
2314,KOINU,2023100418,96,Super TY
2114,Chanthu,2021090812,96,Super TY
2209,Ma-on,2022082200,96,TY
2212,Muifa,2022090806,96,STY
2204,Aere,2022063000,96,TS
2103,Choi-wan,2021053112,96,TS
2309,SAOLA,2023082918,96,Super TY
2110,Mirinae,2021080506,96,STS
2306,KHANUN,2023080218,96,STY
2102,Surigae,2021041918,96,Super TY
2106,In-fa,2021071812,96,STY
2205,Songda,2022072900,96,TS
2014,Chan-hom,2020101000,96,STS
2303,GUCHOL,2023060712,96,STY
2002,Nuri,2020061006,96,TS
2101,Dujuan,2021021618,96,TS
2116,Mindulle,2021092518,96,Super TY
2306,KHANUN,2023080512,96,STS
2306,KHANUN,2023073118,96,Super TY
2120,Malou,2021102318,96,TY
2122,Rai,2021121406,96,Super TY
2120,Malou,2021102300,96,STS
2018,Molave,2020102400,96,STY
2105,Champi,2021062018,96,STS
2114,Chanthu,2021091400,96,STS
